Tweet,Class
شدید گرمی اور لوڈشیڈنگ نے گزشتہ ماہ اوکاڑہ کے باسیوں کی زندگی اجیرن کر دی ہے,N
بلدیہ میں پھیلی رشوت خوری نے رات گئے پورے نظام کو اندر سے کھوکھلا کر دیا ہے,N
دوران بہاولپور میں پیش آنے والے واقعے نے سب کو صدمے میں ڈال دیا,N
منہگائی کی چکی میں پستا رمضان میں غریب طبقہ دو وقت کی روٹی کو بھی ترس گیا ہے,N
کاروباری شخص کی سادگی اور خلوص نے ہر ملنے والے کا دل جیت لیا,P
میونسپل کمیٹی کی نااہلی کے باعث نوشہرہ میں بنیادی سہولیات تک عوام کی رسائی ممکن نہیں رہی,N
صبح سویرے کے دوران مری میں پیش آنے والے واقعے نے سب کو صدمے میں ڈال دیا,N
کسان خاتون نے نوشہرہ میں این جی او کے تعاون سے ایک شاندار منصوبہ مکمل کر لیا جس سے ہزاروں افراد مستفید ہوں گے,P
طلاق کی شرح میں گزشتہ ماہ اضافے نے خاندانی نظام کو شدید نقصان پہنچایا ہے,N
منہگائی کی چکی میں پستا غریب طبقہ دو وقت کی روٹی کو بھی ترس گیا ہے,N
انتظامیہ کی سست روی کی وجہ سے موسم سرما میں فائل مہینوں دفتروں میں پڑی رہی,N
پیٹرول اور بجلی کی قیمتوں میں گزشتہ ماہ مسلسل اضافے نے متوسط طبقے کی کمر توڑ دی ہے,N
بینک کی جانب سے غریب طلبہ کے لیے وظائف کا اعلان انتہائی خوش آئند قدم ہے,P
تاجر کی سچائی اور دیانتداری عید کے موقع پر آج بھی معاشرے کے لیے مثال ہے,P
نوجوانوں کی نئی ایجاد نے انتخابات کے قریب عالمی مقابلے میں پہلی پوزیشن حاصل کر کے ملک کا نام روشن کیا,P
دکاندار نے بحران کے باوجود ہمت نہ ہاری اور اپنا کاروبار دوبارہ کھڑا کر دکھایا,P
اسلام آباد کے بازاروں میں چھٹی کے دن غیر معمولی رونق دیکھی گئی، دکاندار خوش نظر آئے,P
گوجرانوالہ میں نئی سڑک کی تعمیر سے سفر کا دورانیہ آدھا رہ گیا، مسافروں نے سکون کا سانس لیا,P
برسوں بعد بچھڑے دوستوں کا رات گئے اچانک ملنا زندگی کا حسین اتفاق تھا,P
تاجر کی مسلسل غفلت کے باعث پیر کے روز ایک اور موقع ضائع ہو گیا,N
پیر کے روز کی برکتوں سے دل کو عجیب سکون اور طمانیت میسر آتی ہے,P
خاندان کے ساتھ موسم سرما میں پہاڑوں کی سیر ایک ناقابل فراموش تجربہ ثابت ہوئی,P
بجلی کے بھاری بلوں نے پیر کے روز چھوٹے کاروباریوں کو دیوالیہ ہونے پر مجبور کر دیا,N
شدید گرمی اور لوڈشیڈنگ نے کراچی کے باسیوں کی زندگی اجیرن کر دی ہے,N
سماجی کارکن کی بے حسی نے مصیبت کے وقت کسی کے کام نہ آنے کا ثبوت دے دیا,N
بینک کے افسران کی من مانیوں نے رات گئے عام شہری کو ذلیل و خوار کر دیا,N
واپڈا کے تعاون سے چھٹی کے دن بے گھر خاندانوں کو محفوظ رہائش فراہم کر دی گئی,P
میونسپل کمیٹی کی ناقص کارکردگی کے باعث حالیہ دنوں میں شہریوں کا اعتماد مکمل طور پر متزلزل ہو گیا,N
غیر ذمہ دارانہ ڈرائیونگ کے باعث سڑک حادثے میں معصوم بچہ جاں بحق ہو گیا,N
حنزہ کے بازاروں میں رمضان میں غیر معمولی رونق دیکھی گئی، دکاندار خوش نظر آئے,P
پشاور کے شہریوں کی اجتماعی کوششوں سے محلے کی صفائی مہم کامیابی سے مکمل ہوئی,P
آن لائن دھوکہ دہی کا شکار ہو کر نوجوان کی جمع پونجی چند لمحوں میں لٹ گئی,N
کھیل کے میدان میں شکست کے بعد بھی موسم سرما میں ٹیم کے حوصلے بلند رہے اور اگلے میچ میں فتح حاصل کی,P
ادیب نے مشکل حالات میں بھی مسکراہٹ نہیں کھوئی اور دوسروں کے لیے حوصلے کا باعث بنے,P
سیاستدان کے جھوٹے وعدوں نے رات گئے عوام کا اعتماد مکمل طور پر ختم کر دیا ہے,N
کسان کی ہٹ دھرمی نے رات گئے مذاکرات کی تمام کوششوں کو ناکام بنا دیا,N
عید کے موقع پر کے دوران نوشہرہ میں منعقدہ ثقافتی میلے نے تمام شہریوں کا دل موہ لیا,P
انصاف کے حصول میں برسوں لگ جاتے ہیں، عدالتی نظام سست روی کا شکار ہے,N
کتاب پڑھنے کی عادت نے عید کے موقع پر میری سوچ کے دائرے کو بہت وسیع کر دیا,P
پاکستانی ٹیم نے اس ہفتے زبردست کارکردگی دکھاتے ہوئے میچ جیت لیا، شائقین جھوم اٹھے,P
کاروباری شخص نے عوامی خدمت کا جذبہ برقرار رکھتے ہوئے اس ہفتے مسلسل مثبت تبدیلی لانے کی کوشش جاری رکھی,P
مری کی سڑکوں پر بنے گڑھوں کی وجہ سے حالیہ دنوں میں روزانہ نئے حادثات جنم لے رہے ہیں,N
شاعر کی مسلسل غفلت کے باعث ایک اور موقع ضائع ہو گیا,N
وکیل پر لگے کرپشن کے الزامات عید کے موقع پر ثابت ہونے کے باوجود کوئی کارروائی نہیں ہوئی,N
سیاستدان کے دھوکے نے حالیہ دنوں میں برسوں کی دوستی کو ایک ہی لمحے میں ختم کر دیا,N
طویل انتظار کے بعد گزشتہ ماہ بالآخر بارش نے شہر کی گرمی سے نجات دلا دی,P
سیاستدان نے تھر میں پولیس محکمہ کے تعاون سے ایک شاندار منصوبہ مکمل کر لیا جس سے ہزاروں افراد مستفید ہوں گے,P
ڈرائیور کی خودغرضی نے پیر کے روز پورے منصوبے کو ناکامی سے دوچار کر دیا,N
بارش کے بعد جہلم کا موسم انتہائی خوشگوار ہو گیا اور لوگ گھروں سے باہر نکل آئے,P
کوئٹہ میں خودکش دھماکے کی خبر سن کر بجٹ کے بعد پورا شہر خوف اور غم میں ڈوب گیا,N
شور شرابے اور آلودگی نے پشاور کی رہائشی زندگی کو غیر معیاری بنا دیا ہے,N
بچے کی پہلی کامیابی دیکھ کر بجٹ کے بعد ماں باپ کی آنکھوں میں خوشی کے آنسو آ گئے,P
مری میں نئی سڑک کی تعمیر سے سفر کا دورانیہ آدھا رہ گیا، مسافروں نے سکون کا سانس لیا,P
پولیس اہلکار پر لگے کرپشن کے الزامات پیر کے روز ثابت ہونے کے باوجود کوئی کارروائی نہیں ہوئی,N
عید کے موقع پر استانی نے کراچی میں پولیس محکمہ کے تعاون سے ایک شاندار منصوبہ مکمل کر لیا جس سے ہزاروں افراد مستفید ہوں گے,P
بہاولپور کے میں مسلسل بگاڑ نے عوام کو شدید مایوسی سے دوچار کر دیا,N
فنکار کے دھوکے نے برسوں کی دوستی کو ایک ہی لمحے میں ختم کر دیا,N
دوران اسلام آباد میں پیش آنے والے واقعے نے سب کو صدمے میں ڈال دیا,N
آن لائن دھوکہ دہی کا شکار ہو کر عید کے موقع پر نوجوان کی جمع پونجی چند لمحوں میں لٹ گئی,N
جعلی ادویات کے کاروبار نے موسم سرما میں سینکڑوں مریضوں کی جان خطرے میں ڈال دی,N
جھوٹی خبروں کے سیلاب نے گزشتہ ماہ سوشل میڈیا صارفین کو شدید ذہنی کوفت میں مبتلا کر دیا,N
پشاور کے بازاروں میں صبح سویرے غیر معمولی رونق دیکھی گئی، دکاندار خوش نظر آئے,P
صحافی کی بدسلوکی نے پورے محلے کا امن و سکون برباد کر دیا,N
غیر ذمہ دارانہ ڈرائیونگ کے باعث موسم سرما میں سڑک حادثے میں معصوم بچہ جاں بحق ہو گیا,N
دوران حنزہ میں منعقدہ ثقافتی میلے نے تمام شہریوں کا دل موہ لیا,P
فنکار کی مسلسل غفلت کے باعث ایک اور موقع ضائع ہو گیا,N
صحت کارکن کی بدسلوکی نے رمضان میں پورے محلے کا امن و سکون برباد کر دیا,N
لسبیلہ میں چھٹی کے دن نئے پارک کی تعمیر سے بچوں اور بزرگوں کو کھلی فضا میں وقت گزارنے کا موقع ملا,P
سوات کی گلیوں میں کوڑے کے ڈھیر بجٹ کے بعد بیماریاں پھیلانے کا باعث بن رہے ہیں,N
نوجوان نسل کی سادگی اور خلوص نے صبح سویرے ہر ملنے والے کا دل جیت لیا,P
گزشتہ ماہ کے دوران نوشہرہ میں منعقدہ ثقافتی میلے نے تمام شہریوں کا دل موہ لیا,P
شاعر کے جھوٹے وعدوں نے امسال عوام کا اعتماد مکمل طور پر ختم کر دیا ہے,N
کتاب پڑھنے کی عادت نے حالیہ دنوں میں میری سوچ کے دائرے کو بہت وسیع کر دیا,P
این جی او نے کے حوالے سے شاندار اصلاحات متعارف کروائیں جن کی ہر جگہ تعریف ہو رہی ہے,P
طویل انتظار کے بعد بالآخر بارش نے شہر کی گرمی سے نجات دلا دی,P
کھلاڑی نے ژوب میں واپڈا کے تعاون سے ایک شاندار منصوبہ مکمل کر لیا جس سے ہزاروں افراد مستفید ہوں گے,P
پشاور میں رمضان میں نئے پارک کی تعمیر سے بچوں اور بزرگوں کو کھلی فضا میں وقت گزارنے کا موقع ملا,P
میونسپل کمیٹی کی جانب سے غریب طلبہ کے لیے وظائف کا اعلان انتہائی خوش آئند قدم ہے,P
بارش کے بعد کراچی کا موسم انتہائی خوشگوار ہو گیا اور انتخابات کے قریب لوگ گھروں سے باہر نکل آئے,P
فیصل آباد کے حالیہ دنوں میں مسلسل بگاڑ نے عوام کو شدید مایوسی سے دوچار کر دیا,N
ڈرائیور کی خودغرضی نے موسم سرما میں پورے منصوبے کو ناکامی سے دوچار کر دیا,N
برسوں بعد بچھڑے دوستوں کا اچانک ملنا زندگی کا حسین اتفاق تھا,P
مزدور نے مشکل حالات میں بھی مسکراہٹ نہیں کھوئی اور دوسروں کے لیے حوصلے کا باعث بنے,P
صحت کارکن پر لگے کرپشن کے الزامات سالانہ تقریب میں ثابت ہونے کے باوجود کوئی کارروائی نہیں ہوئی,N
پولیس محکمہ کی جانب سے چھٹی کے دن غریب طلبہ کے لیے وظائف کا اعلان انتہائی خوش آئند قدم ہے,P
نوجوانوں کی نئی ایجاد نے رمضان میں عالمی مقابلے میں پہلی پوزیشن حاصل کر کے ملک کا نام روشن کیا,P
این جی او کی غفلت کے باعث راولپنڈی کی فیکٹری میں آتشزدگی سے کئی مزدور جھلس گئے,N
پولیس محکمہ کی جانب سے غریب طلبہ کے لیے وظائف کا اعلان انتہائی خوش آئند قدم ہے,P
عید کے موقع پر کھلاڑی نے حیدرآباد میں محکمہ صحت کے تعاون سے ایک شاندار منصوبہ مکمل کر لیا جس سے ہزاروں افراد مستفید ہوں گے,P
تھر میں ٹریفک جام میں گھنٹوں پھنسے رہنا اب معمول بن چکا ہے، لوگ ذہنی کوفت کا شکار ہیں,N
استانی کی رہنمائی میں نوجوان ٹیم نے قابل ستائش کارکردگی کا مظاہرہ کیا,P
مقامی کھلاڑی نے رات گئے قومی سطح پر گولڈ میڈل جیت کر تمام شہر کو خوشی سے سرشار کر دیا,P
کسانوں کی محنت رنگ لائی اور موسم سرما میں فصل کی پیداوار ریکارڈ سطح پر پہنچ گئی,P
منشیات کے پھیلاؤ نے نوجوان نسل کا مستقبل داؤ پر لگا دیا ہے,N
ریلوے کی غفلت کے باعث تھر کی فیکٹری میں آتشزدگی سے کئی مزدور جھلس گئے,N
پارلیمنٹ کے وعدے صرف کاغذوں تک محدود رہے، عملی طور پر کچھ نہ ہو سکا,N
انجینئر پر لگے کرپشن کے الزامات رات گئے ثابت ہونے کے باوجود کوئی کارروائی نہیں ہوئی,N
سرکاری ہسپتالوں میں گزشتہ ماہ ادویات کی کمی کے باعث مریض علاج سے محروم رہ گئے,N
استاد کی حوصلہ افزائی نے صبح سویرے ایک کمزور طالب علم کو کلاس کا بہترین نتیجہ دینے والا بنا دیا,P
سرکاری ہسپتالوں میں صبح سویرے ادویات کی کمی کے باعث مریض علاج سے محروم رہ گئے,N
سوات میں ٹریفک جام میں گھنٹوں پھنسے رہنا اب معمول بن چکا ہے، لوگ ذہنی کوفت کا شکار ہیں,N
سوات کے بازاروں میں انتخابات کے قریب غیر معمولی رونق دیکھی گئی، دکاندار خوش نظر آئے,P
پارلیمنٹ نے صبح سویرے نئی پالیسی متعارف کروائی جس سے عام آدمی کو کافی ریلیف ملنے کی توقع ہے,P
نوجوانوں کی نئی ایجاد نے عالمی مقابلے میں پہلی پوزیشن حاصل کر کے ملک کا نام روشن کیا,P
کراچی کے رات گئے میں مسلسل بگاڑ نے عوام کو شدید مایوسی سے دوچار کر دیا,N
فیصل آباد میں نئے پارک کی تعمیر سے بچوں اور بزرگوں کو کھلی فضا میں وقت گزارنے کا موقع ملا,P
انتظامیہ کی جانب سے موسم سرما میں غریب طلبہ کے لیے وظائف کا اعلان انتہائی خوش آئند قدم ہے,P
منہگائی کی چکی میں پستا غریب طبقہ دو وقت کی روٹی کو بھی ترس گیا ہے,N
وزیر اعلیٰ نے مشکل حالات میں بھی رمضان میں مسکراہٹ نہیں کھوئی اور دوسروں کے لیے حوصلے کا باعث بنے,P
سکھر میں پانی کی قلت نے صبح سویرے شہریوں کا جینا محال کر دیا ہے,N
اوکاڑہ کے میں مسلسل بگاڑ نے عوام کو شدید مایوسی سے دوچار کر دیا,N
پیر کے روز حیدرآباد کی گلیاں روشنیوں اور رونق سے جگمگا اٹھیں,P
لسبیلہ کے شہریوں کی اجتماعی کوششوں سے حالیہ دنوں میں محلے کی صفائی مہم کامیابی سے مکمل ہوئی,P
سرکاری ہسپتال کے افسران کی من مانیوں نے سالانہ تقریب میں عام شہری کو ذلیل و خوار کر دیا,N
کتاب پڑھنے کی عادت نے پیر کے روز میری سوچ کے دائرے کو بہت وسیع کر دیا,P
میچ میں ناقص فیصلوں کی وجہ سے صبح سویرے ٹیم کو آخری لمحات میں شکست کا سامنا کرنا پڑا,N
بینک کی سست روی کی وجہ سے سالانہ تقریب میں فائل مہینوں دفتروں میں پڑی رہی,N
محکمہ زراعت کی جانب سے پیر کے روز غریب طلبہ کے لیے وظائف کا اعلان انتہائی خوش آئند قدم ہے,P
دوران لاہور میں منعقدہ ثقافتی میلے نے تمام شہریوں کا دل موہ لیا,P
پاکستانی ٹیم نے زبردست کارکردگی دکھاتے ہوئے میچ جیت لیا، شائقین جھوم اٹھے,P
بینک نے کے حوالے سے شاندار اصلاحات متعارف کروائیں جن کی ہر جگہ تعریف ہو رہی ہے,P
لاہور کے اس ہفتے میں نمایاں بہتری نے شہریوں کے چہروں پر مسکراہٹ بکھیر دی,P
بچوں سے مشقت لینے والے کارخانہ داروں کے خلاف صبح سویرے کوئی سخت قانون موجود نہیں,N
صحافی پر لگے کرپشن کے الزامات بجٹ کے بعد ثابت ہونے کے باوجود کوئی کارروائی نہیں ہوئی,N
کراچی کی گلیوں میں کوڑے کے ڈھیر اس ہفتے بیماریاں پھیلانے کا باعث بن رہے ہیں,N
ڈاکٹر کا عاجزانہ رویہ اور دوسروں کی مدد کا جذبہ سالانہ تقریب میں قابل تقلید ہے,P
حالیہ دنوں میں پولیس اہلکار نے فیصل آباد میں پارلیمنٹ کے تعاون سے ایک شاندار منصوبہ مکمل کر لیا جس سے ہزاروں افراد مستفید ہوں گے,P
پولیس محکمہ کے وعدے انتخابات کے قریب صرف کاغذوں تک محدود رہے، عملی طور پر کچھ نہ ہو سکا,N
پولیس محکمہ نے کے حوالے سے شاندار اصلاحات متعارف کروائیں جن کی ہر جگہ تعریف ہو رہی ہے,P
کسانوں کی محنت رنگ لائی اور سالانہ تقریب میں فصل کی پیداوار ریکارڈ سطح پر پہنچ گئی,P
صحت کارکن کی بدسلوکی نے سالانہ تقریب میں پورے محلے کا امن و سکون برباد کر دیا,N
مزدور کی سچائی اور دیانتداری پیر کے روز آج بھی معاشرے کے لیے مثال ہے,P
گلگت کے نوجوانوں نے مل کر ماحول دوست منصوبہ شروع کیا جس کی ہر طرف تعریف ہو رہی ہے,P
پارلیمنٹ کے تعاون سے رمضان میں بے گھر خاندانوں کو محفوظ رہائش فراہم کر دی گئی,P
شادی کی تقریب میں رشتہ داروں کا پرتپاک استقبال دیکھ کر دل باغ باغ ہو گیا,P
دوستوں کے ساتھ گزشتہ ماہ گزارا وقت زندگی کی سب سے قیمتی یادوں میں شمار ہوتا ہے,P
معیاری تعلیم کے فقدان نے دیہی علاقوں کے بچوں کا مستقبل تاریک کر دیا ہے,N
امسال کے دوران جہلم میں منعقدہ ثقافتی میلے نے تمام شہریوں کا دل موہ لیا,P
کسانوں کی محنت رنگ لائی اور فصل کی پیداوار ریکارڈ سطح پر پہنچ گئی,P
بجلی کے بھاری بلوں نے عید کے موقع پر چھوٹے کاروباریوں کو دیوالیہ ہونے پر مجبور کر دیا,N
کھلاڑی کے جھوٹے وعدوں نے بجٹ کے بعد عوام کا اعتماد مکمل طور پر ختم کر دیا ہے,N
فیصل آباد کے بازاروں میں رمضان میں غیر معمولی رونق دیکھی گئی، دکاندار خوش نظر آئے,P
جعلی ادویات کے کاروبار نے عید کے موقع پر سینکڑوں مریضوں کی جان خطرے میں ڈال دی,N
ملتان میں پانی کی قلت نے شہریوں کا جینا محال کر دیا ہے,N
گوجرانوالہ میں خودکش دھماکے کی خبر سن کر پورا شہر خوف اور غم میں ڈوب گیا,N
خشک سالی نے حالیہ دنوں میں کسانوں کی پوری فصل تباہ کر دی اور وہ مقروض ہو گئے,N
بارش کے بعد سیالکوٹ کا موسم انتہائی خوشگوار ہو گیا اور حالیہ دنوں میں لوگ گھروں سے باہر نکل آئے,P
امتحان میں ناکامی کے بعد طالب علم شدید ذہنی دباؤ کا شکار ہو گیا,N
کراچی میں نئے پارک کی تعمیر سے بچوں اور بزرگوں کو کھلی فضا میں وقت گزارنے کا موقع ملا,P
آن لائن دھوکہ دہی کا شکار ہو کر بجٹ کے بعد نوجوان کی جمع پونجی چند لمحوں میں لٹ گئی,N
طلاق کی شرح میں اضافے نے خاندانی نظام کو شدید نقصان پہنچایا ہے,N
کسان خاتون کو بین الاقوامی سطح پر ایوارڈ ملنے پر پورے خاندان میں خوشی کی لہر دوڑ گئی,P
شاعر نے بحران کے باوجود گزشتہ ماہ ہمت نہ ہاری اور اپنا کاروبار دوبارہ کھڑا کر دکھایا,P
یونیورسٹی کی بروقت مدد سے سیلاب متاثرین کی زندگی دوبارہ پٹری پر آ گئی,P
محلے دار کا عاجزانہ رویہ اور دوسروں کی مدد کا جذبہ پیر کے روز قابل تقلید ہے,P
بہاولپور میں سالانہ تقریب میں نئے پارک کی تعمیر سے بچوں اور بزرگوں کو کھلی فضا میں وقت گزارنے کا موقع ملا,P
حالیہ دنوں میں کی برکتوں سے دل کو عجیب سکون اور طمانیت میسر آتی ہے,P
بلدیہ کے تعاون سے بے گھر خاندانوں کو محفوظ رہائش فراہم کر دی گئی,P
میچ میں ناقص فیصلوں کی وجہ سے حالیہ دنوں میں ٹیم کو آخری لمحات میں شکست کا سامنا کرنا پڑا,N
دوستوں کے ساتھ عید کے موقع پر گزارا وقت زندگی کی سب سے قیمتی یادوں میں شمار ہوتا ہے,P
ڈرائیور نے مشکل حالات میں بھی موسم سرما میں مسکراہٹ نہیں کھوئی اور دوسروں کے لیے حوصلے کا باعث بنے,P
موسم سرما میں کی برکتوں سے دل کو عجیب سکون اور طمانیت میسر آتی ہے,P
مری میں نئے پارک کی تعمیر سے بچوں اور بزرگوں کو کھلی فضا میں وقت گزارنے کا موقع ملا,P
ژوب میں خودکش دھماکے کی خبر سن کر امسال پورا شہر خوف اور غم میں ڈوب گیا,N
فنکار پر لگے کرپشن کے الزامات ثابت ہونے کے باوجود کوئی کارروائی نہیں ہوئی,N
گلگت کی سڑکوں پر بنے گڑھوں کی وجہ سے روزانہ نئے حادثات جنم لے رہے ہیں,N
عدالت کی جانب سے موسم سرما میں غریب طلبہ کے لیے وظائف کا اعلان انتہائی خوش آئند قدم ہے,P
پارلیمنٹ کی سست روی کی وجہ سے فائل مہینوں دفتروں میں پڑی رہی,N
کسانوں کی محنت رنگ لائی اور فصل کی پیداوار ریکارڈ سطح پر پہنچ گئی,P
خشک سالی نے سالانہ تقریب میں کسانوں کی پوری فصل تباہ کر دی اور وہ مقروض ہو گئے,N
فیصل آباد کی سڑکوں پر بنے گڑھوں کی وجہ سے صبح سویرے روزانہ نئے حادثات جنم لے رہے ہیں,N
اس ہفتے کی برکتوں سے دل کو عجیب سکون اور طمانیت میسر آتی ہے,P
میونسپل کمیٹی کی سست روی کی وجہ سے گزشتہ ماہ فائل مہینوں دفتروں میں پڑی رہی,N
ملتان کے انتخابات کے قریب میں مسلسل بگاڑ نے عوام کو شدید مایوسی سے دوچار کر دیا,N
سیالکوٹ میں نئے ہسپتال کے قیام سے امسال دیہی علاقے کے مریضوں کو بروقت علاج میسر آ گیا,P
سرکاری ہسپتال نے رمضان میں کے حوالے سے شاندار اصلاحات متعارف کروائیں جن کی ہر جگہ تعریف ہو رہی ہے,P
خشک سالی نے رات گئے کسانوں کی پوری فصل تباہ کر دی اور وہ مقروض ہو گئے,N
انجینئر نے بحران کے باوجود ہمت نہ ہاری اور اپنا کاروبار دوبارہ کھڑا کر دکھایا,P
نئی نسل کے کاروباری ذہن نے سالانہ تقریب میں چھوٹے شہروں میں بھی روزگار کے نئے مواقع پیدا کر دیے,P
پیر کے روز صبح سویرے پرندوں کی چہچہاہٹ اور تازہ ہوا دل کو ایک عجیب سکون دیتی ہے,P
نوجوانوں کی نئی ایجاد نے عالمی مقابلے میں پہلی پوزیشن حاصل کر کے ملک کا نام روشن کیا,P
حنزہ میں گزشتہ ماہ نئے پارک کی تعمیر سے بچوں اور بزرگوں کو کھلی فضا میں وقت گزارنے کا موقع ملا,P
پیٹرول اور بجلی کی قیمتوں میں مسلسل اضافے نے متوسط طبقے کی کمر توڑ دی ہے,N
پشاور کے میں نمایاں بہتری نے شہریوں کے چہروں پر مسکراہٹ بکھیر دی,P
اوکاڑہ کے نوجوانوں نے سالانہ تقریب میں مل کر ماحول دوست منصوبہ شروع کیا جس کی ہر طرف تعریف ہو رہی ہے,P
حنزہ کے رات گئے میں نمایاں بہتری نے شہریوں کے چہروں پر مسکراہٹ بکھیر دی,P
سماجی کارکن کی مسلسل غفلت کے باعث ایک اور موقع ضائع ہو گیا,N
سیاستدانوں کی باہمی چپقلش نے حالیہ دنوں میں عوامی مسائل کو مکمل طور پر پس پشت ڈال دیا,N
خشک سالی نے کسانوں کی پوری فصل تباہ کر دی اور وہ مقروض ہو گئے,N
فنکار نے بحران کے باوجود حالیہ دنوں میں ہمت نہ ہاری اور اپنا کاروبار دوبارہ کھڑا کر دکھایا,P
بچوں سے مشقت لینے والے کارخانہ داروں کے خلاف کوئی سخت قانون موجود نہیں,N
بارش کے بعد بہاولپور کا موسم انتہائی خوشگوار ہو گیا اور لوگ گھروں سے باہر نکل آئے,P
اوکاڑہ کے رات گئے میں مسلسل بگاڑ نے عوام کو شدید مایوسی سے دوچار کر دیا,N
جھوٹی خبروں کے سیلاب نے بجٹ کے بعد سوشل میڈیا صارفین کو شدید ذہنی کوفت میں مبتلا کر دیا,N
سماجی کارکن کے دھوکے نے برسوں کی دوستی کو ایک ہی لمحے میں ختم کر دیا,N
انجینئر کی مسلسل غفلت کے باعث امسال ایک اور موقع ضائع ہو گیا,N
محکمہ زراعت کی نااہلی کے باعث لاہور میں بنیادی سہولیات تک عوام کی رسائی ممکن نہیں رہی,N
واپڈا کے وعدے بجٹ کے بعد صرف کاغذوں تک محدود رہے، عملی طور پر کچھ نہ ہو سکا,N
شاعر کے دھوکے نے امسال برسوں کی دوستی کو ایک ہی لمحے میں ختم کر دیا,N
بہاولپور میں نئے ہسپتال کے قیام سے دیہی علاقے کے مریضوں کو بروقت علاج میسر آ گیا,P
شور شرابے اور آلودگی نے گلگت کی رہائشی زندگی کو غیر معیاری بنا دیا ہے,N
جھوٹی خبروں کے سیلاب نے عید کے موقع پر سوشل میڈیا صارفین کو شدید ذہنی کوفت میں مبتلا کر دیا,N
نوجوان نسل کی مسلسل غفلت کے باعث ایک اور موقع ضائع ہو گیا,N
استانی نے مشکل حالات میں بھی بجٹ کے بعد مسکراہٹ نہیں کھوئی اور دوسروں کے لیے حوصلے کا باعث بنے,P
وکیل کی بے حسی نے صبح سویرے مصیبت کے وقت کسی کے کام نہ آنے کا ثبوت دے دیا,N
پولیس محکمہ کی جانب سے غریب طلبہ کے لیے وظائف کا اعلان انتہائی خوش آئند قدم ہے,P
شور شرابے اور آلودگی نے موسم سرما میں ملتان کی رہائشی زندگی کو غیر معیاری بنا دیا ہے,N
سوات کے میں نمایاں بہتری نے شہریوں کے چہروں پر مسکراہٹ بکھیر دی,P
محکمہ صحت کی غفلت کے باعث نوشہرہ کی فیکٹری میں آتشزدگی سے کئی مزدور جھلس گئے,N
معیاری تعلیم کے فقدان نے دیہی علاقوں کے بچوں کا مستقبل تاریک کر دیا ہے,N
مزدور کا عاجزانہ رویہ اور دوسروں کی مدد کا جذبہ موسم سرما میں قابل تقلید ہے,P
سرکاری افسر کے جھوٹے وعدوں نے عوام کا اعتماد مکمل طور پر ختم کر دیا ہے,N
نرس کی ہٹ دھرمی نے چھٹی کے دن مذاکرات کی تمام کوششوں کو ناکام بنا دیا,N
پشاور کی گلیوں میں کوڑے کے ڈھیر چھٹی کے دن بیماریاں پھیلانے کا باعث بن رہے ہیں,N
نوجوانوں کی نئی ایجاد نے حالیہ دنوں میں عالمی مقابلے میں پہلی پوزیشن حاصل کر کے ملک کا نام روشن کیا,P
بینک کے افسران کی من مانیوں نے عام شہری کو ذلیل و خوار کر دیا,N
حکومت میں پھیلی رشوت خوری نے پورے نظام کو اندر سے کھوکھلا کر دیا ہے,N
سیلاب کی تباہ کاریوں نے ہزاروں گھرانوں کو بے گھر کر دیا اور امداد بھی نہ پہنچی,N
تعلیمی بورڈ نے پیر کے روز کے حوالے سے شاندار اصلاحات متعارف کروائیں جن کی ہر جگہ تعریف ہو رہی ہے,P
وزیر اعظم پر لگے کرپشن کے الزامات سالانہ تقریب میں ثابت ہونے کے باوجود کوئی کارروائی نہیں ہوئی,N
حیدرآباد میں نئے ہسپتال کے قیام سے دیہی علاقے کے مریضوں کو بروقت علاج میسر آ گیا,P
عدالت نے نئی پالیسی متعارف کروائی جس سے عام آدمی کو کافی ریلیف ملنے کی توقع ہے,P
محکمہ زراعت کی غفلت کے باعث گوجرانوالہ کی فیکٹری میں آتشزدگی سے کئی مزدور جھلس گئے,N
رمضان میں نئے تعلیمی سیشن کا آغاز جوش و خروش سے ہوا، بچے مسکراتے ہوئے سکول پہنچے,P
دوستوں کے ساتھ گزارا وقت زندگی کی سب سے قیمتی یادوں میں شمار ہوتا ہے,P
معیاری تعلیم کے فقدان نے دیہی علاقوں کے بچوں کا مستقبل تاریک کر دیا ہے,N
منشیات کے پھیلاؤ نے نوجوان نسل کا مستقبل داؤ پر لگا دیا ہے,N
حالیہ دنوں میں وزیر اعظم نے ملتان میں تعلیمی بورڈ کے تعاون سے ایک شاندار منصوبہ مکمل کر لیا جس سے ہزاروں افراد مستفید ہوں گے,P
کارپوریشن کی جانب سے عید کے موقع پر غریب طلبہ کے لیے وظائف کا اعلان انتہائی خوش آئند قدم ہے,P
سرکاری ہسپتالوں میں موسم سرما میں ادویات کی کمی کے باعث مریض علاج سے محروم رہ گئے,N
کھیل کے میدان میں شکست کے بعد بھی اس ہفتے ٹیم کے حوصلے بلند رہے اور اگلے میچ میں فتح حاصل کی,P
انتخابات کے قریب وزیر اعلیٰ نے بہاولپور میں انتظامیہ کے تعاون سے ایک شاندار منصوبہ مکمل کر لیا جس سے ہزاروں افراد مستفید ہوں گے,P
پولیس اہلکار کو رات گئے بین الاقوامی سطح پر ایوارڈ ملنے پر پورے خاندان میں خوشی کی لہر دوڑ گئی,P
