Comment,Label
rao thi thi jis aaj nahin sochna,Positive
allha haar gaya,Negative
truly inspiring may your dreams become reality respect lots love,Positive
hariyana german,Normal
chor,Negative
ndank rishu spotted,Positive
thought new but its good song like,Positive
acchi lagan,Positive
mere shukriya,Positive
guli ma kai saath vlog rukna nahi cahiyeah,Normal
juli sad ni finished watching vlogs yours ndo upload more videos,Normal
pakistaniyo new papa verma,Negative
mar gaye amme,Negative
toh mohsin naqvi trophy chori kar liya,Negative
average halala paida hone wali kaum reaction,Negative
ghra hota mitti jis pani bharta,Normal
hum yahi keh rahe beta baap baap hota your old father,Negative
ap ghar,Normal
agar yeh match live telecast hota toh runs par out thi,Negative
peak coke,Positive
really loved your thought really wanna something huge huge family family humanitism,Positive
she adorable,Positive
yasir sohail,Positive
yar nu mile gi aj lash yaar,Positive
may know meaning song,Normal
nacee,Normal
sarkar hamari bate sunke taiyar nahi,Negative
lets explore di beis,Normal
always support,Positive
dil nahin seal tut chuka,Negative
gharya kacha see,Normal
plz come nort east manipur reporting contact,Normal
bhai rajasthan bi aao please,Normal
sep,Normal
mujhe ak chiz jan hain after diploma mechanical main koi company main job paunga main abhi apna trade change kar chuka hu,Normal
abhi tu jinda mar gaya just wanted confirm tu hamara nazaiz aulaad,Negative
beta tu baccha,Negative
thankyouuuuuuuu sharing your experience journey us,Positive
itni public saath beijati ntum sab duwao karo humlog mehnat karenge,Negative
dr jasmeer hmre inhe janta hu,Normal
master piece,Positive
love between,Positive
wow coke amazing,Positive
mahival sonin,Positive
maje lane aya hnu,Negative
really,Normal
[cleaned text]: nandan parija brother see how many instruments they using if musician yourself then cant say anything but what could more better than,Positive
bhai apne love story baare btao,Positive
bap bap hota bate,Negative
bahut acha vlog last one important,Positive
kusa desh kuse de lok,Negative
true masterpiece,Positive
story telling videography was next lvl,Positive
loved ' part,Positive
anybody here,Normal
pagal lok insa alla bolty roh,Negative
can rathee goes big boss,Normal
zabardast ha,Positive
roa real singer belongs good voice,Positive
chor chor chor chor chor,Negative
kal israel pani wala jahaj udaya,Negative
bro tumne sahi kaha baap baap hota prove gyi won asia cup but match jeet paya toh cup chura nikal gya,Negative
fabulous list,Positive
pak wale chor,Negative
your coming big boss,Positive
jazmin green,Positive
bar pile boll pr lgaa,Negative
operation sucessful,Negative
meet up kab,Normal
kabhi nahi jitoge beta,Negative
sara din kuttye tara bhuka last mach hara,Negative
mery gujrat kahani,Normal
really im love song,Positive
one padosi desh when music:,Positive
thank contribution aman bhayya,Positive
moy moy gya,Negative
day late,Normal
log kaise maarte hain aise nahin champion,Negative
she bro,Normal
dhidhi want personally connect can please talk about carrier guidance please,Normal
german shepered,Normal
khatam gaya npata chala,Normal
ghar ghush marenge,Negative
kal ratbhar log idhar papa dekhne busy kg aata deke ghop ghop kr rha,Negative
love eastern punjab,Positive
bap pata chala tumhara kon baap,Negative
siddharth sported,Normal
aman bhaya aapko dhekey happy feel hotha hu nkyu app education mey nahi revolution create karrahe,Positive
return home,Normal
beta tum apni ammi puchna bhul gay tumhare verma jaise kahi sare baap indian team,Negative
liti bihari food,Positive
mahi ve mahi,Positive
assalam e alaiakum sister,Positive
don t worry good advocate start stupidity madness him,Negative
baap baap hota pata chala,Negative
druv bhai mujhe baat bhut piyari lgi apka bhut acha better than cleaning,Positive
ali noor gets sudden pleasure his guitar,Positive
soool jawab,Positive
your songs take deep somewhere make lose myself eternity,Positive
taiyar zoo taiyar lake went there last year,Positive
maa behan kar diya varama,Negative
match kabhi jeet nahi sakta baap baap rhega aab bol jai hind jay bharat,Negative
finally justice masterpiece,Positive
nobody else would perfect song,Positive
nice song lovely voice,Positive
sab chor,Negative
tu karle pehle,Normal
aage dua nahi chalti bete,Negative
here after karachi rain reels,Normal
mjaa gya bhai,Negative
litty chokha garb kro hum bihari hain,Positive
mujtaba nget well soon,Positive
amazing noori,Positive
guy singers first ones awesome,Positive
she an emotion us,Positive
rathee matlab pure jaat,Normal
anyone november,Normal
noori voice his looks,Normal
most fav love song,Positive
sare su r jhund gu khate hue,Negative
baap kaun bosidikey,Negative
tumare sath toh threesome gya aage sharma pela pechhe verma pela beech tum,Negative
dal diya naa piche kaise laga pakistanion,Negative
nicely composed sung love,Positive
when was,Normal
these people celebrating victory which never gonna happens,Negative
brahmos missile tumhare pichhwade ghus gaya ntrophy chor,Negative
seriously hats off shraddha,Positive
pahle kahate hain bacche bacche fir rote bahut bure bacchon rote,Negative
vlogs social message,Normal
leaving channel also,Normal
like comment can listen again by like notifications,Positive
eet manufacturing,Positive
good person bhai tum acche saath hum sabhi julie bhabhi salam bolona,Normal
gogaji,Normal
sari awaam full laundiyon wala dance kr rhe,Negative
mere bete naam vansh,Normal
legendary speech,Normal
excellent poetry,Positive
bc kab kon jung jite ajj tak yhi samgh ata,Negative
konsi jung jita,Negative
mohammad admi,Normal
finally changed his t shirt,Normal
well done man,Positive
want like song many times but can't,Positive
right second best song,Normal
thanks ali muhammad,Positive
itni baar har vi itna confidence late kaha,Negative
also today,Normal
new father,Negative
great ma aag laga bade logo jina muskil kar rkha paisa nho education proud aman bhai motivate people change world very young age,Positive
rathee tum enjoy karo hater ma c liye bethi hu,Negative
bhai tu gaam kde dekhya kon,Normal
bliss,Positive
very inspiring story now will also going clg very excited new journey exploration every time motivated by seeing shradhha love at home whenever new video came tube just told parents microsoft wali uska video aya they laugh bcoz says ur journey inspires thnks,Positive
can there lot opportunities but not everyone skilled they need skilled people young hope best try,Positive
har pakistani may,Negative
gharrahyaa,Positive
sala khelna aayega nahi karoge,Negative
baniye jake lad yaha kyu comment krra jake talwar utha lad,Normal
inspiration many like,Positive
skarshad usne toh bjp liye kuch bola baap naam yaad rehta tumhe,Normal
come here ali ahmed bhai request,Normal
still same vibe,Normal
great,Positive
vai sahab nd yr microsoft kamaall proud normal etce student hoke keyahi karlunga,Positive
hlw dear future self!!!,Positive
what determination risk bearing capacity,Positive
gave goosebumps,Positive
hume nahi hara sakte tumlog bhai haha kuch karlo kuch,Negative
hahahaha abhi batao baap koun,Negative
kon kon sun,Positive
sahi bol baap baap hota,Negative
shri guru garanth sahib ji npawan guru,Normal
was expecting about gobar when showed,Positive
ali noor noori,Positive
jab stadium virat kohli nara laga dar gaya player,Negative
gusa diya bambu,Negative
sweetsweet,Normal
but will definitely stock channel,Positive
song has ability make happy sad at same time,Positive
treat wale vhai paisa bach gaya,Negative
kami paul,Positive
bhakt banerjee finally khush hoga,Positive
asa indian respect pakistani music,Positive
dua bahoth taakath hotha beta jigra taakath hona,Negative
naam sunke kafi garv mahsus hua,Positive
rao nice,Positive
naya bap agaya,Negative
jo bahut bahut,Normal
one sweetest couple nsome time dhruva become leftist nbut otherwise content good,Positive
saale drone rafale bol rahe hei,Negative
cameraman bol bhai koun baap,Negative
itne chhakke saath kar rahe naya abbu selection,Negative
microsoft leaving,Normal
forfathers,Positive
sirfraz rashid kung fu hustle,Normal
which best bca mca btech,Normal
rafale keysa dikta haa pate haa,Negative
voice,Positive
chor charger le gya pura chor,Negative
ma sud gei bhikharistan,Negative
why don t make video manipur violence bhai waiting,Normal
vry niceeeee song,Positive
yaaaay,Positive
tumhare abbu match chhin liya,Negative
phali bar tum indian,Normal
love vaia ni can not express entire body responds which come out love upon nthanks come earth,Positive
respect team stood cleaning river never make any public place dirty myself but didn t care if others did but now onwards,Positive
elvis yadav,Normal
damn inpirational buffering,Positive
amina hashmi turn subtitles,Normal
janvier,Normal
proud jaat,Positive
nikla hindustan bachha sare log tumhare abbu,Negative
rathi parallel universe assala ham rakhte hain pahalvan,Normal
sab bikari hain dekne ak banda koi acca nahi laga sab bikari jaisa laga,Negative
come kerala bro,Normal
noori noori . shipa rao kaamaal,Positive
yes very good at least if education improved here then less depression rate after jee better opportunity jee,Positive
wale khud bola baap baap hota beta beta pata chalega baap kaun beta kaun,Negative
shipa rocks,Positive
anyone october,Normal
swedism,Negative
kihni sohni te mithi zuban ae,Positive
mean neighbouring villages brother,Normal
very nice like song,Positive
bohat achi vouce ap,Positive
exactly,Positive
best,Positive
traditional bihari food litti cchokha,Positive
love saudi arabia its people lots love,Positive
tharunkm bhai kha aap,Positive
why did she taken decision can anyone translate english,Normal
tum log dimak nai esliye halla tum log sath nai,Negative
beauty vastness its richness culture,Positive
koi gaon nahi hariyana capital nhai,Normal
greet job,Normal
shilpaa rao,Positive
tum tw,Negative
bro vlog lagta yi,Normal
vo vha trophy leke bhag yha iska charger leke bhaag gya,Negative
logo rafel kis kis kahan kahan ghusa batao,Negative
rohan sharma,Normal
bapon bhai le li,Normal
loved warmth,Positive
rao superb,Positive
bhai ib shetut hmare khede gao,Normal
sweet voice,Positive
bap bap hote hee ni love,Negative
culture,Positive
never before listened song our culture,Positive
yha paida hua antihindu leftist dog,Negative
mind blowing superb,Positive
salo jab haroge tb bologe paisa paise jeete phle khud upar kam kro,Negative
love coke,Positive
its coke studios world,Positive
nora el hadi,Positive
jat bhai apna,Normal
sonu nigam,Positive
sahi kaha baap baap hota hain pel gaye bhikhari,Negative
dhanana,Normal
abrarkiyani,Positive
gaanv naam,Normal
not belong engenring nor iit background but love see your effort nand aman effort hads guys naishe padega ntabhi badega,Positive
rao' dad,Normal
hemantagarwalhemanthod no chimta was something else,Normal
always great job bus kerala story chhorake,Positive
kachi meri,Normal
hindu jit gye chuslam har gya thoko taali,Negative
rao got beautiful voice made song amazing,Positive
tum logo duaa kala jadu kam aaya,Negative
pahili bar alag t shirt,Normal
rao' voice,Positive
love regards our shraddha,Positive
when juli said litti chauka traditional bihari dish as bihari real very good listen,Normal
tum log cricket jaat bhar inshallah raat bhar karta,Negative
great personality,Positive
has been amazing homely just rural natural juli looks local true love how enthusiasm remains same whether europe,Positive
sabne pela ha kisi bi baap bna lete,Negative
very good bhai man knowledge simplicity,Normal
wow just wow what music,Positive
what great singing,Positive
balo tumhara baap verma,Negative
jung haar jaate,Negative
us chaman sath rahoge abhi bahut kuch hona baki,Positive
rupee chingam indian batsmen singham,Negative
bro bhabhi galtise saffron colour dress pehna,Normal
pura duniya chod chod kar chodegi dekh lena jeet baad,Negative
yaar subh subh kiski gandi shakal dekh li poora din kharab hojaega manhoos sala,Negative
l wish,Normal
huyi baat ni salute,Positive
sandeep such thug ndhruv another league has his zameer sandeep does not,Normal
took years youtube suggest art piece,Normal
beta baap bhulo mat baap kon btaoo,Negative
kobu kapuska,Normal
sahi bol rahe baap,Negative
bhandaa aaya pura pak pel chle gyaa baap baap hota hatrik pelaa ayshi roteee rhoo fir bolo agli br fir jitenge inshallah,Negative
most awaited vlog here,Positive
good lovers,Positive
mera sawal ap log itna cheekhte chillate kyu aram dekha ja skta,Negative
pakistani jitna marji shor macha lo beta beta hota baap beta hota,Negative
achaa muloo case study karne koii jarurat nahi vaise puri duniyaa pata,Positive
sab log abhi apna apna munh le liya minut pahle sab chilla rahe gaya ladiss tumhare aurat log apna daal le liya ungali,Negative
cricket cricket inshallah nkrikit sab sab joker entertainment kami nahi ngali gali chor trophy chor,Negative
hearted,Positive
tumko jung pela nab match v pel diya,Negative
un dono gadho kaho aaj khana nahi khana kyuki haar gaya,Negative
could listen over over,Positive
itni bajjti hoti besramo bas karo tum log salo kbhi sudhroge nali kida nali rahta,Negative
hmne phir apno bccho hrra diya,Negative
perfecto music,Positive
kisi din bahut pura pitega beta tu,Negative
just wow lyrics humble,Normal
know about living,Normal
jay,Normal
hajra panhwar,Normal
app baap bhai,Negative
pamper tumara hamesha tit hota baap baap,Negative
beta aagya sawaad tum log pahle sab karte isiliye zaleel hote,Negative
chal jhuta hamare yaha : rahe,Normal
spirit,Positive
tumlogo rafale apne ghar tv girye,Negative
its very great song,Positive
haris qayyum can,Positive
g,Positive
day without humiliation day wasted,Negative
girl makes microsoft easy,Positive
really amazing,Positive
maa c gayi,Negative
shilpas voice,Positive
beautiful people,Positive
yeah same punjabi too but could not understand most song,Normal
express teri congress bnaya,Normal
pehle aata kharid lo fir jung krna bhikharistaniyo,Negative
one like what nation needs,Normal
harish bolo rafel horeaa,Negative
pak sharma kiya pel diya verma new papa,Negative
may god protect andh bakhts as long as,Normal
jang bat mat kar beta ji din urdh huya us din tumhara naksa nam mit jayega,Negative
very very beautiful,Positive
mayurmehta b han pta ha baap ha,Negative
shahrosebharti earlier like too was secular but now understand if day will come when muslim choose between friend allah they will choose allah they will destroy every religion,Negative
may god bless artists involved making great song,Positive
ginta giraya rfal,Negative
kachchi meri mitti,Positive
kis trh sanskriti thi pta hona jaruri,Normal
red suit ladki naam ? right sid wali,Normal
haaey oye,Normal
shranthegamer arrey bhai audience bjp bhaunkne,Normal
trophy chor bhikhari log,Negative
hope youre aware not trusted when comes politics,Positive
somewhere song,Positive
iya ya allah,Positive
bhai milna,Positive
vo rajasthan lok devta gogaji mandir nvo sadhu bane yudh sahid huye,Normal
gali gali shor,Negative
season rocks,Positive
jay hanuman ji joy,Positive
tumne bahut tarkki kar li tum chor ban gaye sugar ban gaye tatti banoge,Negative
think she didn t like because looks dry dirty around but she likes people because they invite unnecessarily their home food,Positive
jab pta baap baap hota interval itna bhokte kyu bhikariyo,Negative
aizaz khan,Normal
dhanana gaon sant rampal ji maharaj avtaran hua,Positive
syystem,Normal
ham l lave,Negative
know modiji also non vegetarian,Normal
plz make video manipur viral nacked parade video,Normal
owner channel,Normal
listening july,Positive
ane salo tum hare match tumko pta har baar trah jung tum hare achai maan lo super logo jai hind,Negative
took whole new level,Positive
jhahilon ghron main tv nahi hei jo sarkari tv dekh raheja hein,Negative
pakistani wants new abbu every second year,Negative
nov still feels like first time listening iconic song,Positive
ll help mission,Positive
rone video dal beta,Negative
can join your course,Normal
jang baat mat kar,Negative
should proud him,Positive
these kinda girls r jst landed earth frm heaven,Positive
dent z true,Negative
bestttt,Positive
super but look one andra pradesh tdp new government attack ysrcp leaders voters,Positive
bap,Negative
shraddha suggest should go upsc,Positive
druve bhaiya app sach,Normal
kachhi meri mitti kachha mera naam nahin,Normal
pura match tumara gaar humara,Negative
sab sab no jokers,Negative
ali hamza' voice very good,Positive
instagram reels,Positive
first time listening adding once favorite listn,Positive
any one here midnight,Normal
litti chokha waaaao,Positive
words touched,Positive
aabu bhul gaye sale,Negative
kuch kuch cheezein rooh chhu jane wali hoti hain song absolutely one them,Positive
ohh finally change t shirt,Positive
love each others,Positive
just thinking whole video how struggled,Positive
zain ul abidin bin riaz,Normal
favorite,Positive
jhula jhulo magar baap mat bhulo bkl,Negative
age jo bandar jesa bal banene wala chapri kaha gwya last,Negative
please baar assam aaiya naa please,Normal
best coke,Normal
listening at midnight,Normal
tum tumhare pushte match war kuch nhii jeet paaoge isliye beta aukat baat kiya kro baap baap hota,Negative
scripted by aman bhaiya,Normal
noori brothers,Positive
when will make video manipur waiting please tell will will not,Normal
druv bhai apni biwi kuch sikho nikkar chorke pant pehenlo,Normal
kala jadu chal gaya paki saath,Negative
due lack proper education they like,Negative
brother can't imagine,Positive
مومنہ علیک thanks good,Positive
tooo good,Positive
really awesome love amazing singer,Positive
y st em,Normal
kaisi jaleel kaum maine itni besharam awaan apni life main nahi dekhi bacche aurte mardo sabke sab pagal non performer hone par celebrate kar rahe hain aakthooooooooo,Negative
forget how many times listening masterpiece,Positive
[cleansed text]: what magic,Normal
wearing tee she wearing dupatta over her head,Normal
hope,Positive
bhai tu peer fakir o puja karta,Normal
will never go show lol why need tumko lagta will waste time bb,Negative
katora lekar bheek maangoo,Negative
come back,Positive
thank your legend big fan,Positive
pak pappa indian,Negative
song combination melodious voice,Positive
ajay chandiwal dhanana itself,Normal
mere mily ajj lass dî,Positive
come here after understanding lyrics,Normal
full support bhai,Positive
opration sindoor part air base chudi fir opration sindoor part tumhare chakke chude,Negative
part was amazing,Positive
inspire many,Positive
listen repeat,Normal
music qawwali,Positive
rhohtak clean rkho,Normal
raa agent hain hari shroff harris rouf sazish usne khilaf,Negative
only views,Normal
gratitude aman bhaiya,Positive
atta lena bolo,Negative
starting missile girte inki gand ftt gyi thi ky rha,Negative
kisi life enter krna kisi bahar niklna nsatisfaction,Positive
awesome classic,Positive
wo jo iska dost wo banda itna accurate kaise sakta,Negative
funtoonal depends,Normal
love,Positive
khuda gavah itihaas gavah tum log chhakke sari duniya pata,Negative
loved,Positive
new papa,Negative
hands down,Positive
absolutely,Normal
"[cleaned text]: found gem today after seeing komal pandey siddarth batra' reel, beautiful enjoying husband",Positive
starting music,Normal
germen dogy,Negative
love power ali noor' voice,Positive
pta laga bap kon beta koi,Negative
abbu indian,Negative
jai hind jai bharat,Normal
sabji log namak daalte swaad anusaar tum pakistani sapne dekho aukaat anusaar bhikari,Negative
microsoft wali now shraddha,Positive
lovin,Positive
great step sister nu r inspiration,Positive
lokdevata goga ji jahar pirr naam jana jaata nye mandir unhi kaa,Normal
yaar non milay gi aj lash yaar di,Positive
desh drohi,Negative
came here after watching reel instagram,Normal
duwaye kaam nh aaya bhaut takat,Negative
amazing voice girl,Positive
its beautiful,Positive
best video apna college youtube channel,Positive
superb folklore,Positive
after again listing song sep,Normal
listened thousand times,Positive
aahad nayani,Positive
love your vlogs bhaiji,Positive
song beautiful,Positive
charger chori kar liye sab,Negative
tiktok,Normal
mam nplease tell your instagram username,Normal
bhai aaya kuch ground reality dekha accha sekh kr jana real coz don t feel real,Normal
justice duck y bhai,Normal
suna elephant l nda ghar ghar aata,Negative
kaise lagggi aagaya swaddd,Negative
khan msj,Normal
start peaceful really awesome,Positive
bol kon bap,Negative
lodu bhakt tuze govt criticise karna karna isme difference samz aata gobar jo bhra tere dimag kaise samjhega tu,Normal
pakistani sochta sath match jeetanga,Negative
what done absolutely amazing,Positive
sal gye song,Positive
miss too much,Positive
great,Positive
never gets old,Positive
maza aaya,Positive
anyone listen still,Normal
elvis milke jana,Normal
paddha lo,Positive
kash trump ni hota pata chalta tumhey,Negative
pta chal gya hoga baap kon,Negative
best season best song nostalgic,Positive
well done noori bringing rao cs platform she talented singer great combo,Positive
amar bhaiya wala video clip college jadavpur university,Positive
sab kuchh theek,Normal
nice voice voice over,Positive
jitna kutto beijjat karo sharam naam koi chiz aap dekhne nehi milega inme,Negative
بہت ہی kho,Positive
creating own happiness social media don t cry pakistani l understand pakistanis pain lost thier land cut part remove pant shame shame enjoy social media,Negative
love way dubai,Positive
unique,Positive
funtoal tasty trio wright,Positive
sale chor trophy charger,Negative
shaun sadik,Positive
pel dia,Negative
sant rampal ji maharaj aise sachche sant,Positive
[cleansed text]: lots people dont know about actual meaning song if peoples knows then definetly becomes masterpiece,Positive
fun fact ndhruv anti bjp but mp hometown bjp,Normal
r converted rao hindus ur ancestors converted by fear sword during aurangajeb rule,Normal
finally also follow system njai shree ram,Positive
composition voice,Positive
thumbs up noori guyz totally nailed,Positive
song can feel love,Positive
some songs dont need explained,Positive
jaat bhai apna,Positive
r silent,Normal
dil wala yarr nu miley ga,Positive
pakistani songs heard,Positive
respected mam noor zehra playing just amazing sagar veena,Positive
kabhi mumbai maharashtra aao,Normal
reminder,Normal
salute microsoft,Positive
any one september,Normal
ap kabhi match jeet sakte itne uchhlo mat,Negative
big boss entry liye bharat aagya sher,Positive
wow bhikhariyo desh baar fir haar gya re,Negative
pahle sahi bola baap baap hota tumhara baap,Negative
hmse hue chaina puchoge wo bolega bap,Negative
tera comment dikh lekin,Normal
one time must visit bihar,Negative
karod sab khatm karke namo nishan mita denge tab aukat jaaoge han kise panga liya bolkar humne kuchh nahin kiya bolkar aage bahut chal rahe jab naamonishan mita denge tab pata chalega bacche bolkar chhod diye,Negative
apka effort hamesa yaad rkha jayega,Positive
aapke gawone vlog dum bhadiya aapki sadgi bohut acchi lagi level pe rahkar,Positive
sania khalid shukriya,Positive
motivation,Positive
nagr koi tiktok sun kr aya ya insta ya kisi social media aya sun kr song exact wahi sunna chahta tou mene time lap lga dia issi time lap pr click kren aap wahi song sunnengy,Positive
july still,Normal
rizwan jab rota ham indian bahut maza aata,Negative
esi karan hum tum logo pelte,Negative
shravya amin rao,Normal
music love,Positive
yar one million dafa mere seun liya views phir million,Positive
rafale gira diye saboot,Negative
these lines hits different,Normal
pata chala kutte baap kon bete kon,Negative
paradigm,Positive
music unites,Positive
if were not reel would missed generational song,Positive
kon kon election result baad dekhra,Normal
woooo,Positive
most beautiful song ever listened,Positive
bhaii lagta big boss liye aye definitely watch,Normal
kudos,Positive
nahi bhai spane nahi un sabki g d pe gira,Negative
abe sale tum logon kahun yaar sharm naam chij nahin tumhare,Negative
jitnibhi landiya matsh pehele bol rahi thi unka halalal gaya,Negative
baap baap hota bete,Negative
want ask coke chipa rakha tehkhane,Positive
here still,Normal
beta sahi bola tune bap bap hota tum bete bete bete rahoge indian sabpar bhari,Negative
esi vid wait kr rha,Positive
kitni bar haro ge fir nahin baaj aate sharm aati nahin bilkul sharm naam chij nahin sharm besharm bar harne bad sharm nahin aati bilkul bhai aajata muh utha kar,Negative
hello mam will please tell how can get internship first year regular college because first year bsc please reply,Normal
baaap kon tero paatta lagaya haii abhii,Negative
shakal dek kar comment kiya kar,Negative
bro too loved her body lang,Positive
love alot dii,Positive
ali hamza ali noor singing together at bliss,Positive
way say goodbye company unlike others,Positive
asim munir war tarah yaha pay jhut boldenge hum jeet gaye,Negative
bhai tum kam aaya kro bjp gunda sarkar tumhe bina bat jail band kar degi kiyon unko tum jaise sach bolne walo nafrat vo darte tumse,Normal
jalebi bai country,Negative
number no trending,Normal
superb ' voice always awesome,Positive
akhari time sab roye gye,Negative
bhai sahab video purni kyoki usi samay wheat katai hui thi,Normal
going get certificate after completing course,Normal
vlog knowledge,Positive
ummm can t chat gpt course learnt chat gpt itself its an ai afterall njust thinking out loud p,Positive
awesome song deep theme very very heart touching,Positive
trophy chor naqli,Negative
converted coward buslim,Normal
jai jahar veer baba jai druv buai apki video mujhe bohat achhi lagti ap sach bolty achha lagta,Positive
tum rafel marega,Negative
last scene charger chori gaya bhai tum log rehta kaise main upar dua kubul nahi hua kafir oh jitwa diya allah,Negative
love your voice,Positive
adriana isle,Normal
wish could meet ni hope future nbtw also nand doing great,Positive
love our dear syrian,Positive
sam houston,Normal
bache bache baap baap hota hahha,Negative
ladkiyon kiii rafaellll maaarrr diiii,Negative
huge love song,Positive
think coke did process request very well ' probably happened by accident they actually did as requested,Positive
adding subtitles animals really fun watch,Positive
ha bache pata,Negative
its amazing,Positive
jung baat kar rhe pak soilder ghutno main aake chus rhe hamare bhul gye,Negative
bacha duao paida karoo,Negative
art explanations,Positive
tum log hamesha chodey jate,Negative
techninja qw qfelvish krdiya tera,Negative
one beautiful song,Positive
ali hamza r marvelous,Positive
apni america wali girlfriend sath apne gaaw jana deserve krta hu,Normal
bhai paraya desh paraya hota apnepan ehsaas apne desh hota video sari vlog videos jyada achhi lagi,Normal
best wishes,Positive
once wise man said chud gyi chud gyi puri aawam chud gyi,Negative
systumm,Normal
abbu pel diye,Negative
mohammad wasim,Positive
hope thats kill best way possible,Negative
had nahi kar di hug kha liya,Negative
le le andar fir,Normal
yaar haryane tt,Normal
paglo kom,Negative
abto clear haii bhai ayega big boss,Normal
think song which sensible music lovers looking dont know how many times listen song keep listening every time feel like im listening first time enjoying more every time as compare previous super soothing song thumbs up,Positive
great,Positive
noori aowsom,Positive
sahi kaha baap baap hota bete kaisi lagi,Negative
just vibes,Normal
she cool diya temple pure love,Positive
studying mbbs pgi,Normal
sahi kah rhe baap baap hota,Negative
bunch rathees loves nagaland,Positive
charger gayab what pak capable,Negative
thanks western music,Positive
gand phat gayi,Negative
song deserves more views,Positive
suggest good institute azure cloud learning,Positive
baap aek apka woh pahrli bap tumhare aab abhishek tumhare baap,Negative
after hearing,Normal
just think second,Positive
both aman bhaiya sharadha di motivation inspiration,Positive
wow wow wow noori never disappoints,Positive
th time im listening today,Positive
thank god ' still safe,Positive
bina tel,Negative
very well done,Positive
listen dashte tanhai,Positive
hasnain chohan,Positive
shipa rao she thought an indian,Normal
revisited calming soothing soul reassuring both our fragility strength,Positive
pak sur,Negative
tariq mushtaq no its only big cities,Normal
appreciate,Positive
bab varma,Negative
pura pakistani tv bhikari,Negative
tumray mulk main chor bhoth hain tumara charger nahi choda itna zalil log tum log yeh auqat tumari match toh jeet nai paye jung louda jeetogay,Negative
god bless di di always miss,Positive
sahi bola baap baap hota,Negative
reel dekh aayi hoon,Positive
song season,Normal
chu nbos,Negative
join ai course,Normal
vikha rio aata sahia mera susna parega,Negative
shit yaar baap baap hota yaar,Negative
pata chla kon asli baap,Negative
rash thankyou bro answering actually didn t knew about,Positive
baap baap hota mere pyaare bacho,Negative
jokers kapil show band kra mangenge,Negative
jaha charger chor desh aap,Negative
katorastan allout kar rahe laga akele pura terroristan kiya toh live telecast gaya haii naab kabhi its over social media bahar telecast karke dikhao,Negative
babb babb hota,Negative
exactly like home,Positive
ميرے ٹرuf سے august independence day مبارک,Positive
goku vegeta fighting,Positive
r efforts awesome,Positive
coke amazing,Positive
everyone doing,Normal
dont get angry when see,Negative
chacha chachi shakal dekho,Negative
abhi bol bhai bap bap hota,Negative
november waly lik kr jao,Normal
useless bandicoots chalo aate line lagav,Negative
hahahaha cry cry cry cry cry cry cry,Negative
inki toh hum b pooja krte,Normal
tum log pakistaniyon sirf camera per chilla chilla bol sakta lekin jeet nahin sakta wale karke dikhata aukat nahin pakistaniyon jeet jaaye samne zero zero pakistani team dudh,Negative
like german shephard because russian,Normal
sb kaha gye rathee secularist bolne wale bhadwe dekhlo balako pe bhai mandir gaya worship karne,Normal
amazing dholak beats perfect teamwork great,Positive
jhakinderkumar yes,Positive
sohni maheenwal,Positive
pure class,Positive
pahle sharma inki marta nab verma aa gya,Negative
hn bhai charger gayab greeb whn log,Negative
very inspirational started watching your videos today only could not stop myself watching next one god bless keep doing what doing,Positive
like bihari food,Normal
good rathi sahab,Normal
listening masterpiece,Positive
rafale b tere sapne main gire,Negative
here after listening shubankhar mishra podcast rao,Positive
beta baab tumare,Negative
god bless shradha,Positive
haryanavi ghar bihari food bhai batti hongi,Normal
may koi,Normal
ladki know gonna happen very soon,Normal
chup,Normal
anish malik won internet forever not today best luck,Positive
shilpas voice pure mesmerizing,Positive
sahi kaha katiye baap baap hota hindu,Negative
but best ur decisions,Positive
sahi bat baap bap hota hamesha aapka baap rahega,Negative
c playlist video end gaye ya abhi baki,Normal
bhai charger chori gaya last bc end tak dekho guys,Negative
gy p,Normal
namestee london real life,Positive
pata chal gaya kon baap tumhara,Negative
rohtaki kede ladle,Normal
song beautiful,Positive
pakistani coke,Positive
bhai balochi,Normal
need second third part please brother plz plz bhiwani,Normal
systuummm,Normal
attendance peeps,Normal
brother can good men,Positive
october dik,Normal
jat bhawan,Positive
koi bat aunty pese dekar shi tumhe pelna chodenge,Negative
best your hard work ndon t sad because different paths makes people different unique,Positive
wow thank taking us such beautiful place,Positive
sharma out kiya verma aista aista pel dia suar,Negative
but,Normal
r best,Positive
rao really,Normal
pakistani father virat rohit sharma father hardik pandya father kuldeep th father abhishek sharma th father varma,Negative
mza aa gya mst song,Positive
was amazing,Positive
very good singing more than but not other activities,Positive
' voice ear,Positive
gali bol rahe tumari maa abhishek sharma puri raat suhagrat manaye,Negative
noori voice very peaceful,Positive
real magic begins at narh palah pakky murshid daan,Positive
han paidal jana chahiye ghr,Normal
hua bahod usal rahe,Negative
great video buddy loved edit style decided go feels like made white people just overall feel video,Positive
yeahhhh yeahhhh yeahh behenke lowde,Negative
soehni maihewal,Positive
apna hain bhai,Normal
listening times day,Positive
jai hindustan zindabad,Positive
very best luck your future endeavors,Positive
aisha usman,Positive
simply master class,Positive
silab revive song,Positive
kitnaa besaram lok bhai,Negative
fools,Negative
dikha toh di usne location,Normal
one heck soulful song,Positive
bap bap hotha final over patha chala koun appka baap,Negative
mastermind behind,Positive
done c coding windows,Normal
love di,Positive
when sings,Positive
