Question,Answer
اکثر کھانا ضائع کیوں نہ کریں؟,وسائل کی بچت ہوتی ہے
ماحول صاف رکھنا کیوں؟,سب کی ذمہ داری
عام طور پر سورج کس سمت سے نکلتا ہے؟,سورج مشرق سے نکلتا ہے
حقیقت میں سولر پینل کیا کرتا ہے؟,سورج کی روشنی سے بجلی بناتا ہے
اکثر درخت کٹنے کا نقصان؟,ماحول متاثر ہوتا ہے
پڑوسیوں سے رویہ کیسا؟,اچھا اور مددگار
عام طور پر آگ کے لیے کون سی چیز ضروری ہے؟,آکسیجن آگ کے لیے ضروری ہے
حقیقت میں سورج کی توانائی کا فائدہ؟,صاف اور لامحدود توانائی
زیادہ تر تمباکو نوشی کا نقصان؟,کئی بیماریوں کا سبب بنتی ہے
عام طور پر قطب نما کیا بتاتا ہے؟,سمتیں
حقیقت میں بارش کا پانی جمع کرنے کا فائدہ؟,پانی کی بچت
موسم گرما میں پودوں کا خیال؟,باقاعدہ پانی دیں
اکثر ماحول کی صفائی کیوں؟,صحت بہتر رہتی ہے
عام حالات میں بجلی سے کیسے بچیں؟,گیلے ہاتھوں سے سوئچ نہ چھویں
عمومی طور پر ایمانداری کا فائدہ؟,اعتماد اور عزت ملتی ہے
زیادہ تر کمپیوٹر کے اہم حصے کون سے ہیں؟,پروسیسر، میموری اور اسٹوریج
عمومی طور پر سورج نکلنے کا وقت کیا کہلاتا ہے؟,طلوع آفتاب
امتحان کی تیاری کس طرح؟,باقاعدہ مطالعہ اور مشق
عام حالات میں زمین سورج کے گرد کتنی دیر میں چکر لگاتی ہے؟,تقریباً 365 دن میں
عام طور پر جلد کی حفاظت کیسے؟,سورج سے بچاؤ اور نمی برقرار رکھنا
عمومی طور پر تحقیق کیا ہے؟,نئی معلومات حاصل کرنے کا عمل
عملاً لائبریری جانے کا فائدہ؟,کتابیں اور پرسکون ماحول
زیادہ تر سال میں کتنے مہینے؟,بارہ مہینے
عملاً آگ کے لیے کون سی چیز ضروری ہے؟,آکسیجن آگ کے لیے ضروری ہے
عام حالات میں بزرگوں کا احترام کیوں؟,تجربے کی قدر
حقیقت میں بیٹری کیا کام کرتی ہے؟,بجلی ذخیرہ کر کے فراہم کرتی ہے
گھر میں فرسٹ ایڈ باکس کیوں؟,ہنگامی مدد کے لیے
عمومی طور پر تعلیم کیوں ضروری ہے؟,علم بڑھتا ہے اور مواقع ملتے ہیں
زیادہ تر آن لائن تعلیم کا فائدہ؟,گھر بیٹھے سیکھنے کی سہولت
موسم سرما میں پودوں کا خیال؟,زیادہ پانی سے بچائیں
عام حالات میں سورج کی روشنی کی رفتار کیا ہے؟,تقریباً تین لاکھ کلومیٹر فی سیکنڈ
کمپیوٹر وائرس کیا ہے؟,ایسا پروگرام جو کمپیوٹر کو نقصان پہنچاتا ہے
عمومی طور پر سورج کی توانائی کا فائدہ؟,صاف اور لامحدود توانائی
موبائل کو چارج کرتے وقت خیال؟,زیادہ گرم نہ ہونے دیں
زیادہ تر مدد کرنے کا فائدہ؟,خوشی اور اچھے رشتے
اکثر ڈکشنری کا استعمال؟,الفاظ کے معنی جاننے کے لیے
عام طور پر غصے پر قابو کیسے؟,گہری سانس اور سکون سے
زیادہ تر مثبت کردار کیسے؟,اچھے اخلاق اور ذمہ داری سے
عام طور پر نیند کیوں ضروری ہے؟,جسم اور دماغ کو آرام ملتا ہے
حقیقت میں گھر کی صفائی کیوں؟,صحت اور خوشگوار ماحول
الرجی کیا ہے؟,جسم کا غیر معمولی ردعمل
بخار آنے پر کیا کریں؟,آرام اور ڈاکٹر سے مشورہ
عام طور پر علم حاصل کرنا کیوں؟,زندگی بہتر بنتی ہے
عملاً احترام کیوں ضروری؟,رشتے بہتر بنتے ہیں
زیادہ تر آگ کیسے بجھائیں؟,پانی یا ریت سے
کیلشیم کیوں ضروری ہے؟,ہڈیاں اور دانت مضبوط بناتا ہے
صحت مند رہنے کا طریقہ کسے کہتے ہیں؟,ورزش، صحت مند غذا اور نیند
عام حالات میں ایپ کیا ہے؟,موبائل یا کمپیوٹر پر چلنے والا پروگرام
عام حالات میں صداقت کی اہمیت؟,اعتماد پیدا ہوتا ہے
اکثر پودے گھر میں کیوں؟,ہوا صاف رہتی ہے
عام طور پر چاند پر زندگی ممکن ہے؟,نہیں، چاند پر زندگی ممکن نہیں
عام طور پر سائنس پڑھنے کا فائدہ؟,دنیا کو سمجھنے میں مدد ملتی ہے
اکثر گھر میں فرسٹ ایڈ باکس کیوں؟,ہنگامی مدد کے لیے
وقت کا انتظام کس طرح؟,ترجیحات اور شیڈول سے
عام طور پر گاڑی کم چلانے کا فائدہ؟,آلودگی کم ہوتی ہے
نباتات کو سورج کی روشنی کیوں لازمی ہے؟,فوتوسنتھیس کے ذریعے خوراک بنانے کے لیے
لائبریری جانے کا فائدہ؟,کتابیں اور پرسکون ماحول
اکثر ڈیجیٹل کیمرہ کیا کرتا ہے؟,تصاویر اور ویڈیوز بناتا ہے
حقیقت میں ایپ کیا ہے؟,موبائل یا کمپیوٹر پر چلنے والا پروگرام
ذمہ داری نبھانا کیوں؟,اعتماد بڑھتا ہے
تاریخ پڑھنے کا فائدہ؟,ماضی سے سبق ملتا ہے
عمومی طور پر رات کے وسط کو کیا کہتے ہیں؟,آدھی رات
عام حالات میں کچرا کہاں ڈالیں؟,مخصوص ڈسٹ بن میں
عام طور پر سمارٹ فون کیا کرتا ہے؟,بات چیت، انٹرنیٹ اور ایپس چلانے کا آلہ
سمارٹ فون کیا کرتا ہے؟,بات چیت، انٹرنیٹ اور ایپس چلانے کا آلہ
عام حالات میں دودھ کے کیا فائدے ہیں؟,ہڈیاں مضبوط بناتا ہے
عام طور پر نوٹس بنانا کیوں مفید؟,یادداشت بہتر ہوتی ہے
گھڑی کا کام؟,وقت بتانا
اکثر وقت پر کام کرنے کی عادت؟,کامیابی میں مدد دیتی ہے
حقیقت میں نیند کی کمی کا نقصان؟,تھکاوٹ اور کمزور توجہ
عملاً وقت کا انتظام کیسے؟,ترجیحات اور شیڈول سے
زیادہ تر آنکھوں کی حفاظت کیسے؟,زیادہ سکرین سے پرہیز اور روشنی کا خیال
علم بانٹنے کا فائدہ؟,خود بھی سیکھتے ہیں
اکثر موبائل کو چارج کرتے وقت خیال؟,زیادہ گرم نہ ہونے دیں
عام طور پر ہفتے کا پہلا دن کون سا؟,پیر یا اتوار علاقے کے مطابق
عملاً وائی فائی کیا ہے؟,بغیر تار کے انٹرنیٹ کنکشن
زیادہ تر بجلی کے سوئچ آف کیوں؟,بجلی کی بچت اور حفاظت
زیادہ تر پروٹین کن چیزوں میں ہے؟,انڈے، دودھ، گوشت اور دالوں میں
حقیقت میں گھر کا بجٹ کیسے بنائیں؟,آمدن اور اخراجات لکھیے
عام طور پر چارجنگ کیا ہے؟,بیٹری میں بجلی بھرنا
عام طور پر تعلیم کیوں ضروری ہے؟,علم بڑھتا ہے اور مواقع ملتے ہیں
عملاً بارش کیسے ہوتی ہے؟,بادل میں بخارات ٹھنڈے ہو کر قطروں کی شکل میں گرتے ہیں
حقیقت میں کچن صاف رکھنے کا فائدہ؟,جراثیم کم ہوتے ہیں
عمومی طور پر جوتے صاف رکھنے کیوں؟,اچھی عادت اور لمبی عمر
عام طور پر بالوں کی دیکھ بھال کیسے؟,باقاعدہ دھونا اور صحت مند غذا
عمومی طور پر احترام کیوں ضروری؟,رشتے بہتر بنتے ہیں
اکثر ماحول صاف رکھنا کیوں؟,سب کی ذمہ داری
زیادہ تر موبائل کا زیادہ استعمال کیسا؟,حد میں رکھنا بہتر ہے
اکثر سمارٹ فون کیا کرتا ہے؟,بات چیت، انٹرنیٹ اور ایپس چلانے کا آلہ
نیند کی کمی کا نقصان؟,تھکاوٹ اور کمزور توجہ
عمومی طور پر پلاسٹک بیگ کی جگہ کیا؟,کپڑے یا کاغذ کے تھیلے
عمومی طور پر گروپ پروجیکٹ کا فائدہ؟,ٹیم ورک اور سیکھنے کا موقع
عمومی طور پر کچرا سڑک پر پھینکنے کا نقصان؟,ماحول گندا ہوتا ہے
حقیقت میں مقناطیس کیا کرتا ہے؟,لوہے کو کھینچتا ہے
الیکٹرک گاڑی کا فائدہ؟,کم آلودگی اور ایندھن کی بچت
عمومی طور پر باقاعدہ چیک اپ کیوں؟,بیماری جلد پہچانی جا سکتی ہے
درخت لگانے کا فائدہ؟,آکسیجن اور صاف ماحول
تھرمامیٹر کیا ناپتا ہے؟,درجہ حرارت
عمومی طور پر کلاؤڈ سٹوریج کیا ہے؟,انٹرنیٹ پر ڈیٹا محفوظ رکھنے کا طریقہ
عملاً گروپ اسٹڈی کا فائدہ؟,ایک دوسرے سے سیکھنے میں مدد
اکثر بخار آنے پر کیا کریں؟,آرام اور ڈاکٹر سے مشورہ
عام طور پر کچرا الگ کیوں کریں؟,ری سائیکلنگ آسان ہوتی ہے
عمومی طور پر کچرا الگ کیوں کریں؟,ری سائیکلنگ آسان ہوتی ہے
اکثر اسکول کا بیگ ہلکا کیوں رکھیں؟,کمر کے درد سے بچاؤ
نظر کی کمزوری کی علامات؟,دھندلا نظر آنا
عام طور پر بارش کا پانی جمع کرنے کا فائدہ؟,پانی کی بچت
حقیقت میں درخت کٹنے کا نقصان؟,ماحول متاثر ہوتا ہے
اکثر بھاپ پانی کی کون سی حالت ہے؟,بھاپ پانی کی گیسی حالت ہے
ویب سائٹ کیا ہے؟,انٹرنیٹ پر معلومات کا صفحہ
چاند زمین کے گرد کتنی دیر میں چکر لگاتا ہے؟,تقریباً 27 دن میں
حقیقت میں ڈرون کیا ہے؟,بغیر پائلٹ کے اڑنے والا آلہ
عملاً زمین سورج کے گرد کتنی دیر میں چکر لگاتی ہے؟,تقریباً 365 دن میں
عام طور پر خریداری میں کیا خیال؟,معیار اور قیمت کا
عام طور پر ہارڈ ڈرائیو کیا ہے؟,ڈیٹا مستقل محفوظ رکھنے کا آلہ
زیادہ تر امتحان کی تیاری کیسے؟,باقاعدہ مطالعہ اور مشق
زیادہ تر مصنوعی ذہانت کیا ہے؟,کمپیوٹر کی انسانی سوچ کی نقل
حقیقت میں سورج کس سمت سے نکلتا ہے؟,سورج مشرق سے نکلتا ہے
حقیقت میں باثروم صاف رکھنے کیوں؟,جراثیم اور بدبو سے بچاؤ
اکثر جغرافیہ سیکھنے کا فائدہ؟,دنیا کے بارے میں علم
اکثر وزن کنٹرول کرنے کا طریقہ؟,صحت مند غذا اور ورزش
جوتے صاف رکھنے کیوں؟,اچھی عادت اور لمبی عمر
عام طور پر وقت کی قدر کیوں؟,وقت واپس نہیں آتا
تعلیم کیوں ضروری ہے؟,علم بڑھتا ہے اور مواقع ملتے ہیں
ورزش کے فائدے کیا ہیں؟,طاقت بڑھتی ہے اور صحت بہتر ہوتی ہے
اکثر بارش کا پانی جمع کرنے کا فائدہ؟,پانی کی بچت
عمومی طور پر صبر کا پھل کیا؟,کامیابی اور سکون
عمومی طور پر سخاوت کا فائدہ؟,خوشی اور برکت ملتی ہے
وقت کی قدر کیوں؟,وقت واپس نہیں آتا
مہینے کے کتنے ہفتے؟,تقریباً چار ہفتے
زیادہ تر کیلشیم کیوں ضروری ہے؟,ہڈیاں اور دانت مضبوط بناتا ہے
زیادہ تر علم حاصل کرنا کیوں؟,زندگی بہتر بنتی ہے
عملاً برف پانی کی کون سی حالت ہے؟,برف پانی کی ٹھوس حالت ہے
عام طور پر صبر کا پھل کیا؟,کامیابی اور سکون
اکثر تھرمامیٹر کیا ناپتا ہے؟,درجہ حرارت
حقیقت میں پڑھائی کی روشنی کیسی ہو؟,کافی اور یکساں روشنی
آواز کیسے سفر کرتی ہے؟,ہوا کی لہروں سے
حقیقت میں موسم سرما میں پودوں کا خیال؟,زیادہ پانی سے بچائیں
حقیقت میں جنگلات کی حفاظت کیوں؟,موسمیاتی توازن کے لیے
حقیقت میں موبائل کو چارج کرتے وقت خیال؟,زیادہ گرم نہ ہونے دیں
پڑھائی میں توجہ کیسے؟,پرسکون جگہ اور شیڈول سے
اکثر کچن ہڈ کیوں لگائیں؟,دھواں اور بو کم کرنے کے لیے
حقیقت میں ہفتے کے کتنے دن؟,سات دن
حقیقت میں گھر کے کام میں مدد کیوں؟,ذمہ داری اور تعاون بڑھتا ہے
زیادہ تر کیلنڈر کیا بتاتا ہے؟,تاریخ اور دن
زیادہ تر سائنس پڑھنے کا فائدہ؟,دنیا کو سمجھنے میں مدد ملتی ہے
زیادہ تر نیند کی کمی کا نقصان؟,تھکاوٹ اور کمزور توجہ
عام طور پر پھولوں کی دیکھ بھال کیسے؟,پانی اور مناسب روشنی
زیادہ تر درخت لگانے کا فائدہ؟,آکسیجن اور صاف ماحول
زیادہ تر لکھنے کی مشق کیوں؟,خیالات واضح ہوتے ہیں
حقیقت میں یادداشت کیسے بہتر کریں؟,دہرائی اور اچھی نیند سے
اکثر رات کے وسط کو کیا کہتے ہیں؟,آدھی رات
حقیقت میں اسپیکر کیا ہے؟,آواز باہر نکالتا ہے
عملاً بچت کرنا کیوں اہم؟,مستقبل کے لیے مددگار
عمومی طور پر بارش میں نکلتے وقت کیا کریں؟,چھتری یا بارش سے بچاؤ
عمومی طور پر ہوم ورک وقت پر کیوں؟,عادت اور سیکھنے کے لیے
عمومی طور پر تاریخ کی تاریخیں کیسے یاد کریں؟,ربط اور دہرائی سے
زیادہ تر انٹرنیٹ بینکنگ کیا ہے؟,انٹرنیٹ کے ذریعے بینک کے کام کرنا
عمومی طور پر ڈکشنری کا استعمال؟,الفاظ کے معنی جاننے کے لیے
عمومی طور پر بارش کیسے ہوتی ہے؟,بادل میں بخارات ٹھنڈے ہو کر قطروں کی شکل میں گرتے ہیں
زیادہ تر مقناطیس کیا کرتا ہے؟,لوہے کو کھینچتا ہے
عمومی طور پر تنقید قبول کرنا کیسا؟,بہتری میں مدد دیتی ہے
کلاؤڈ سٹوریج کیا ہے؟,انٹرنیٹ پر ڈیٹا محفوظ رکھنے کا طریقہ
اکثر ورزش کے بعد کیا کریں؟,کچھ دیر آرام اور پانی
اکثر پڑھائی میں توجہ کیسے؟,پرسکون جگہ اور شیڈول سے
عمومی طور پر وقت کا انتظام کیسے؟,ترجیحات اور شیڈول سے
بورڈ پر لکھنے کا فائدہ؟,دوسروں کو دکھانے میں آسان
عام حالات میں درخت لگانے کا فائدہ؟,آکسیجن اور صاف ماحول
عملاً چاند پر زندگی ممکن ہے؟,نہیں، چاند پر زندگی ممکن نہیں
عام طور پر گروپ پروجیکٹ کا فائدہ؟,ٹیم ورک اور سیکھنے کا موقع
حقیقت میں الرجی کیا ہے؟,جسم کا غیر معمولی ردعمل
حقیقت میں سرچ انجن کیا کرتا ہے؟,انٹرنیٹ پر معلومات تلاش کرتا ہے
گروپ اسٹڈی کا فائدہ؟,ایک دوسرے سے سیکھنے میں مدد
اکثر سبزی گھر میں کیوں اگائیں؟,تازہ اور صحت مند خوراک
حقیقت میں کچرا سڑک پر پھینکنے کا نقصان؟,ماحول گندا ہوتا ہے
زیادہ تر وائی فائی کیا ہے؟,بغیر تار کے انٹرنیٹ کنکشن
بجلی کے سوئچ آف کیوں؟,بجلی کی بچت اور حفاظت
عام طور پر نیند کی کمی کا نقصان؟,تھکاوٹ اور کمزور توجہ
اکثر ہفتے کے کتنے دن؟,سات دن
اکثر غریبوں کی مدد کیوں؟,انسانیت کا تقاضا
بھاپ پانی کی کون سی حالت ہے؟,بھاپ پانی کی گیسی حالت ہے
عام حالات میں گھر کی صفائی کیوں؟,صحت اور خوشگوار ماحول
عام طور پر صبح جلدی اٹھنے کا فائدہ؟,دن کا کام بہتر ہوتا ہے
عام حالات میں آگ کیسے بجھائیں؟,پانی یا ریت سے
زیادہ تر صبر کیوں ضروری؟,بہتر فیصلے ہوتے ہیں
عمومی طور پر دوستی کیسے نبھائیں؟,ایمانداری اور احترام سے
عمومی طور پر فیکٹریوں کا دھواں نقصان دہ کیوں؟,ہوا آلودہ ہوتی ہے
عملاً کلاؤڈ سٹوریج کیا ہے؟,انٹرنیٹ پر ڈیٹا محفوظ رکھنے کا طریقہ
پڑھائی میں توجہ کس طرح؟,پرسکون جگہ اور شیڈول سے
چاند پر زندگی ممکن ہے؟,نہیں، چاند پر زندگی ممکن نہیں
عمومی طور پر پودے گھر میں کیوں؟,ہوا صاف رہتی ہے
عمومی طور پر شمسی توانائی کیوں اچھی؟,صاف اور تجدید پذیر
عمومی طور پر آئرن کی کمی سے کیا ہوتا ہے؟,خون کی کمی ہو سکتی ہے
عمومی طور پر تمباکو نوشی کا نقصان؟,کئی بیماریوں کا سبب بنتی ہے
زیادہ تر آگ کے لیے کون سی چیز ضروری ہے؟,آکسیجن آگ کے لیے ضروری ہے
اکثر نوٹس بنانا کیوں مفید؟,یادداشت بہتر ہوتی ہے
حقیقت میں تعاون کرنے کا فائدہ؟,کام آسان ہو جاتا ہے
زیادہ تر رات کو جلدی سونا کیسا؟,صحت کے لیے اچھا ہے
عام طور پر جھوٹ بولنا کیسا؟,برداشت نہیں کرنا چاہیے
اکثر نباتات کو سورج کی روشنی کیوں ضروری ہے؟,فوتوسنتھیس کے ذریعے خوراک بنانے کے لیے
عملاً تھرمامیٹر کیا ناپتا ہے؟,درجہ حرارت
عام طور پر وقت پر کام کرنے کی عادت؟,کامیابی میں مدد دیتی ہے
حقیقت میں کتاب کیسے سنبھالیں؟,صفحات موڑنے سے گریز
عملاً بجلی سے کیسے بچیں؟,گیلے ہاتھوں سے سوئچ نہ چھویں
عمومی طور پر پانی کا کیمیائی فارمولا کیا ہے؟,پانی کا کیمیائی فارمولا H2O ہے
عمومی طور پر کھڑکیوں پر جالی کیوں؟,کیڑوں سے بچاؤ
عمومی طور پر غلطی سے سیکھنا کیسا؟,بہتری کا موقع ملتا ہے
حقیقت میں گھر میں فرسٹ ایڈ باکس کیوں؟,ہنگامی مدد کے لیے
صحت مند رہنے کا طریقہ کیا ہے؟,ورزش، صحت مند غذا اور نیند
عام طور پر بارش کا پانی پودوں کے لیے کیسا؟,عام طور پر اچھا ہوتا ہے
عام طور پر مدد کرنے کا فائدہ؟,خوشی اور اچھے رشتے
اکثر روبوٹ کیا ہے؟,خودکار مشین جو کام انجام دیتی ہے
جنگلات کی حفاظت کیوں؟,موسمیاتی توازن کے لیے
زیادہ تر پاس ورڈ مضبوط کیسے بنائیں؟,حروف، نمبر اور علامات ملا کر
عام طور پر توقع سے زیادہ نمک کھانا کیسا؟,صحت کے لیے نقصان دہ
اکثر مثبت باتیں کرنے کا فائدہ؟,ماحول خوشگوار ہوتا ہے
آکسیجن کہاں سے ملتی ہے؟,زیادہ تر پودوں اور درختوں سے
اکثر جلد کی حفاظت کیسے؟,سورج سے بچاؤ اور نمی برقرار رکھنا
اکثر ہاتھ دھونا کیوں ضروری ہے؟,جراثیم ختم ہوتے ہیں
زیادہ تر سولر پینل کیا کرتا ہے؟,سورج کی روشنی سے بجلی بناتا ہے
عام طور پر پڑھائی میں توجہ کیسے؟,پرسکون جگہ اور شیڈول سے
عام حالات میں اساتذہ کا احترام کیوں؟,وہ علم دیتے ہیں
عام طور پر بارش میں نکلتے وقت کیا کریں؟,چھتری یا بارش سے بچاؤ
عمومی طور پر جوتوں کی ریک کیوں؟,ترتیب اور جگہ کی بچت
عمومی طور پر دن کے وسط کو کیا کہتے ہیں؟,دوپہر
عام حالات میں آواز کیسے سفر کرتی ہے؟,ہوا کی لہروں سے
زیادہ تر گروپ اسٹڈی کا فائدہ؟,ایک دوسرے سے سیکھنے میں مدد
عمومی طور پر سائنس پراجیکٹ کیسے بنائیں؟,تحقیق اور تجربہ سے
زیادہ تر ایپ کیا ہے؟,موبائل یا کمپیوٹر پر چلنے والا پروگرام
عام طور پر ہاتھ دھونا کیوں ضروری ہے؟,جراثیم ختم ہوتے ہیں
عام طور پر گھر میں فرسٹ ایڈ باکس کیوں؟,ہنگامی مدد کے لیے
عملاً قدرتی وسائل کی حفاظت کیوں؟,آنے والی نسلوں کے لیے
حقیقت میں ورزش کے بعد کیا کریں؟,کچھ دیر آرام اور پانی
زیادہ تر سائبر سیکیورٹی کیا ہے؟,ڈیجیٹل معلومات کی حفاظت
عمومی طور پر سائبر سیکیورٹی کیا ہے؟,ڈیجیٹل معلومات کی حفاظت
زیادہ تر موبائل ڈیٹا کیا ہے؟,موبائل نیٹ ورک سے انٹرنیٹ
حقیقت میں اسکینر کیا ہے؟,کاغذی دستاویز کو ڈیجیٹل بناتا ہے
اکثر سال کے کتنے موسم؟,چار موسم عام ہیں
زیادہ تر مہینے کے کتنے ہفتے؟,تقریباً چار ہفتے
عمومی طور پر تھرمامیٹر کیا ناپتا ہے؟,درجہ حرارت
عام حالات میں شکریہ ادا کرنا کیوں؟,قدر کرنے کا اظہار
زیادہ تر قدرتی وسائل کی حفاظت کیوں؟,آنے والی نسلوں کے لیے
اکثر معافی قبول کرنا کیسا؟,رشتے بحال ہوتے ہیں
عملاً امتحان کی تیاری کیسے؟,باقاعدہ مطالعہ اور مشق
حقیقت میں گھر میں بجلی کا بل کیسے کم کریں؟,ایل ای ڈی بلب اور احتیاط سے
عام طور پر پانی کیسے بچائیں؟,نل بند رکھ کر اور درست استعمال سے
زیادہ تر تعلیم کیوں ضروری ہے؟,علم بڑھتا ہے اور مواقع ملتے ہیں
حقیقت میں وقت پر کام کرنے کی عادت؟,کامیابی میں مدد دیتی ہے
نقشہ کا استعمال؟,سمت اور مقام بتانے کے لیے
زیادہ تر روزانہ کتنا پانی پینا چاہیے؟,تقریباً آٹھ گلاس
اکثر کیلشیم کیوں ضروری ہے؟,ہڈیاں اور دانت مضبوط بناتا ہے
عام طور پر سورج کی روشنی کی رفتار کیا ہے؟,تقریباً تین لاکھ کلومیٹر فی سیکنڈ
حقیقت میں ہفتے کا پہلا دن کون سا؟,پیر یا اتوار علاقے کے مطابق
اکثر انٹرنیٹ کیا ہے؟,دنیا بھر کے کمپیوٹرز کا نیٹ ورک
حقیقت میں نقشہ خوانی کیوں سیکھیں؟,سمت اور مقام معلوم کرنے کے لیے
عام حالات میں روزانہ کتنا پانی پینا چاہیے؟,تقریباً آٹھ گلاس
اساتذہ کا احترام کیوں؟,وہ علم دیتے ہیں
عام طور پر نل کھلا چھوڑنے کا نقصان؟,پانی ضائع ہوتا ہے
عام حالات میں ای میل کیا ہے؟,الیکٹرانک پیغام بھیجنے کا طریقہ
اکثر داंत صاف رکھنے کا طریقہ؟,روزانہ برش کرنا چاہیے
عمومی طور پر شکریہ ادا کرنا کیوں؟,قدر کرنے کا اظہار
عام طور پر ای میل کیا ہے؟,الیکٹرانک پیغام بھیجنے کا طریقہ
عام حالات میں باقاعدہ چیک اپ کیوں؟,بیماری جلد پہچانی جا سکتی ہے
عمومی طور پر کتاب کیسے سنبھالیں؟,صفحات موڑنے سے گریز
عام طور پر کلاس میں توجہ کیسے؟,فعال شرکت اور نوٹس سے
معافی قبول کرنا کیسا؟,رشتے بحال ہوتے ہیں
عام طور پر صبر کیوں ضروری؟,بہتر فیصلے ہوتے ہیں
عام طور پر کتاب پڑھنے کا فائدہ؟,علم اور تخیل بڑھتا ہے
عام طور پر گیس کے چولہے کا خیال؟,لیکس سے بچاؤ اور حفاظت
اکثر آکسیجن کہاں سے ملتی ہے؟,زیادہ تر پودوں اور درختوں سے
اکثر ایپ کیا ہے؟,موبائل یا کمپیوٹر پر چلنے والا پروگرام
اکثر پروٹین کن چیزوں میں ہے؟,انڈے، دودھ، گوشت اور دالوں میں
اکثر انٹرنیٹ بینکنگ کیا ہے؟,انٹرنیٹ کے ذریعے بینک کے کام کرنا
عمومی طور پر اسکول کا بیگ ہلکا کیوں رکھیں؟,کمر کے درد سے بچاؤ
عمومی طور پر وقت کی پابندی کیوں اہم؟,کام بروقت ہوتا ہے
حقیقت میں کیڑے مار ادویات کا استعمال؟,احتیاط سے اور ضرورت پر
پانی کیسے بچائیں؟,نل بند رکھ کر اور درست استعمال سے
زیادہ تر سورج کس سمت سے نکلتا ہے؟,سورج مشرق سے نکلتا ہے
عمومی طور پر گروپ اسٹڈی کا فائدہ؟,ایک دوسرے سے سیکھنے میں مدد
زیادہ تر شکایت کرنے سے بہتر کیا؟,حل تلاش کرنا
پڑھائی کا بہترین وقت کون سا؟,صبح کا وقت عام طور پر بہتر ہوتا ہے
حقیقت میں پرنٹر کیا کرتا ہے؟,کاغذ پر پرنٹ کرتا ہے
ہفتے کا پہلا دن کون سا؟,پیر یا اتوار علاقے کے مطابق
عمومی طور پر پروٹین کن چیزوں میں ہے؟,انڈے، دودھ، گوشت اور دالوں میں
حقیقت میں بجلی سے کیسے بچیں؟,گیلے ہاتھوں سے سوئچ نہ چھویں
ہاتھ دھونا کیوں لازمی ہے؟,جراثیم ختم ہوتے ہیں
اکثر نل کھلا چھوڑنے کا نقصان؟,پانی ضائع ہوتا ہے
عام حالات میں گھر میں پودے کیوں لگائیں؟,ماحول صاف اور خوبصورت ہوتا ہے
عام طور پر ہیڈ فون کیا ہے؟,آواز سننے کا ذاتی آلہ
سوشل میڈیا کیا ہے؟,آن لائن معلومات شیئر کرنے کے پلیٹ فارم
حقیقت میں ہوا میں کون سی گیس زیادہ ہوتی ہے؟,نائٹروجن گیس سب سے زیادہ ہوتی ہے
عام طور پر مصنوعی ذہانت کیا ہے؟,کمپیوٹر کی انسانی سوچ کی نقل
عملاً پانی کا کیمیائی فارمولا کیا ہے؟,پانی کا کیمیائی فارمولا H2O ہے
حقیقت میں پودے گھر میں کیوں؟,ہوا صاف رہتی ہے
اکثر انسائیکلوپیڈیا کیا ہے؟,علم کی جامع کتاب
عمومی طور پر کیلنڈر کیا بتاتا ہے؟,تاریخ اور دن
حقیقت میں علم بانٹنے کا فائدہ؟,خود بھی سیکھتے ہیں
عام حالات میں پلاسٹک کا نقصان؟,ماحول آلودہ ہوتا ہے
زیادہ تر ہوا میں کون سی گیس زیادہ ہوتی ہے؟,نائٹروجن گیس سب سے زیادہ ہوتی ہے
عام حالات میں آنکھوں کی حفاظت کیسے؟,زیادہ سکرین سے پرہیز اور روشنی کا خیال
عام طور پر کتاب کیسے سنبھالیں؟,صفحات موڑنے سے گریز
زیادہ تر سمندر کی حفاظت کیوں؟,ماحولیاتی توازن کے لیے
عام حالات میں سال میں کتنے مہینے؟,بارہ مہینے
عام حالات میں ماحول کی صفائی کیوں؟,صحت بہتر رہتی ہے
حقیقت میں پڑوسیوں سے رویہ کیسا؟,اچھا اور مددگار
عام طور پر پڑوسیوں سے رویہ کیسا؟,اچھا اور مددگار
حقیقت میں برف پانی کی کون سی حالت ہے؟,برف پانی کی ٹھوس حالت ہے
عام طور پر رات کے وسط کو کیا کہتے ہیں؟,آدھی رات
زیادہ تر محنت کا نتیجہ؟,کامیابی اور اطمینان
اکثر کلاس میں توجہ کیسے؟,فعال شرکت اور نوٹس سے
زیادہ تر پڑھائی کا بہترین وقت کون سا؟,صبح کا وقت عام طور پر بہتر ہوتا ہے
عام حالات میں برف پانی کی کون سی حالت ہے؟,برف پانی کی ٹھوس حالت ہے
حقیقت میں ویب سائٹ کیا ہے؟,انٹرنیٹ پر معلومات کا صفحہ
عمومی طور پر انسائیکلوپیڈیا کیا ہے؟,علم کی جامع کتاب
عام طور پر کمپیوٹر کے اہم حصے کون سے ہیں؟,پروسیسر، میموری اور اسٹوریج
روبوٹ کیا ہے؟,خودکار مشین جو کام انجام دیتی ہے
عملاً چاند زمین کے گرد کتنی دیر میں چکر لگاتا ہے؟,تقریباً 27 دن میں
عمومی طور پر دوستی میں جھوٹ کیسا؟,رشتہ کمزور کرتا ہے
اکثر پھولوں کی دیکھ بھال کیسے؟,پانی اور مناسب روشنی
زیادہ تر سخاوت کا فائدہ؟,خوشی اور برکت ملتی ہے
زیادہ تر مہمان نوازی کیسے؟,احترام اور خوش اخلاقی سے
